experiment,run,theta,delta,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10,epsilon,numA,expected numA,hits,switch,cross_term
20,35,0.61,0.18,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.34,6,6,1,1,0.061200000000000004
20,36,0.13,0.24,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.18,4,4,1,1,0.043199999999999995
20,37,0.58,0.37,A_1,A_2,A_3,A_4,A_5,A_6,A_7,B_8,B_9,B_10,0.22,7,6,0,1,0.0814
20,38,0.45,0.46,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.2,5,6,0,1,0.09200000000000001
20,39,0.1,0.01,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.33,4,4,1,1,0.0033000000000000004
20,40,0.61,0.3,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.24,6,6,1,1,0.072
20,41,-0.12,0.33,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.01,4,4,1,1,0.0033000000000000004
20,42,0.57,0.1,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.08,6,6,1,1,0.008
20,43,-0.02,0.03,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.24,4,4,1,1,0.0072
20,44,0.45,0.18,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.04,6,6,1,1,0.0072
20,45,-0.02,0.27,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.35,4,4,1,1,0.0945
20,46,0.34,0.47,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.22,5,5,1,1,0.10339999999999999
20,47,-0.06,0.17,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.33,4,4,1,1,0.056100000000000004
20,48,0.59,0.44,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.03,6,6,1,1,0.0132
20,49,0.1,0.3,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.22,5,4,0,1,0.066
20,50,0.38,0.06,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.23,5,5,1,1,0.0138
20,51,0.42,0.1,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.04,6,6,1,1,0.004
20,52,0.22,0.01,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.06,5,5,1,1,0.0006
20,53,0.11,0.26,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.34,4,4,1,1,0.0884
20,54,0.6,0.22,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.21,6,6,1,1,0.0462
20,55,-0.12,0.19,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.39,4,4,1,1,0.0741
20,56,0.06,0.35,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.28,5,4,0,1,0.098
20,57,0.4,0.27,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.38,5,5,1,1,0.10260000000000001
20,58,0.43,0.27,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.01,5,6,0,1,0.0027
20,59,0.25,0.18,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.3,4,5,0,1,0.054
20,60,0.17,0.29,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.12,4,5,0,1,0.0348
20,61,0.67,0.16,A_1,A_2,A_3,A_4,A_5,A_6,A_7,B_8,B_9,B_10,0.13,7,6,0,1,0.020800000000000003
20,62,0.59,0.42,A_1,A_2,A_3,A_4,A_5,A_6,A_7,B_8,B_9,B_10,0.36,7,6,0,1,0.1512
20,63,0.64,0.43,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.37,6,6,1,1,0.1591
20,64,0.22,0.49,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.25,4,5,0,1,0.1225
20,65,0.57,0.07,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.15,6,6,1,1,0.0105
20,66,0.01,0.47,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.04,4,4,1,1,0.0188
20,67,-0.1,0.1,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.05,4,4,1,1,0.005000000000000001
20,68,0.21,0.36,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.04,6,5,0,1,0.0144
20,69,0.45,0.43,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.27,5,6,0,1,0.11610000000000001
20,70,0.47,0.16,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.32,6,6,1,1,0.0512
20,71,0.45,0.34,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.12,6,6,1,1,0.0408
20,72,0.35,0.29,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.36,6,5,0,1,0.10439999999999999
20,73,0.06,0.31,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.37,5,4,0,1,0.1147
20,74,0.38,0.15,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.3,5,5,1,1,0.045
20,75,0.09,0.35,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.09,5,4,0,1,0.0315
20,76,0.67,0.33,A_1,A_2,A_3,A_4,A_5,A_6,A_7,B_8,B_9,B_10,0.32,7,6,0,1,0.10560000000000001
20,77,0.22,0.38,A_1,A_2,A_3,A_4,B_5,A_6,B_7,B_8,B_9,B_10,0.29,5,5,1,3,0.11019999999999999
20,78,0.47,0.11,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.08,6,6,1,1,0.0088
20,79,0.57,0.26,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.2,6,6,1,1,0.052000000000000005
20,80,0.04,0.27,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.1,4,4,1,1,0.027000000000000003
20,81,0.4,0.09,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.09,5,5,1,1,0.0081
20,82,0.14,0.17,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.38,4,4,1,1,0.0646
20,83,0.2,0.41,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.39,4,5,0,1,0.1599
20,84,0.1,0.3,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.24,4,4,1,1,0.072
20,85,0.44,0.49,A_1,A_2,A_3,A_4,A_5,B_6,A_7,B_8,B_9,B_10,0.11,6,6,1,3,0.053899999999999997
20,86,-0.09,0.41,A_1,A_2,A_3,B_4,A_5,B_6,B_7,B_8,B_9,B_10,0.31,4,4,1,3,0.1271
20,87,0.51,0.44,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.33,6,6,1,1,0.1452
20,88,0.08,0.08,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.13,4,4,1,1,0.010400000000000001
20,89,0.31,0.36,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.23,5,5,1,1,0.0828
20,90,0.0,0.34,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.04,4,4,1,1,0.013600000000000001
20,91,0.46,0.37,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.19,5,6,0,1,0.0703
20,92,0.42,0.26,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.01,6,6,1,1,0.0026000000000000003
20,93,0.04,0.38,A_1,A_2,A_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,0.03,3,4,0,1,0.0114
20,94,0.2,0.04,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.26,5,5,1,1,0.010400000000000001
20,95,0.08,0.33,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.07,5,4,0,1,0.023100000000000002
20,96,0.33,0.05,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.22,5,5,1,1,0.011000000000000001
20,97,0.67,0.47,A_1,A_2,A_3,A_4,A_5,A_6,A_7,B_8,B_9,B_10,0.35,7,6,0,1,0.16449999999999998
20,98,0.64,0.29,A_1,A_2,A_3,A_4,A_5,A_6,A_7,B_8,B_9,B_10,0.09,7,6,0,1,0.026099999999999998
20,99,0.21,0.21,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.15,5,5,1,1,0.0315
20,100,0.2,0.39,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.2,5,5,1,1,0.07800000000000001
21,1,0.18,0.08,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.17,5,5,1,1,0.013600000000000001
21,2,0.52,0.14,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.07,6,6,1,1,0.009800000000000001
21,3,0.57,0.15,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.29,6,6,1,1,0.0435
21,4,0.35,0.34,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.34,5,5,1,1,0.11560000000000002
21,5,-0.06,0.48,A_1,A_2,A_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,0.17,3,4,0,1,0.0816
21,6,-0.03,0.34,A_1,A_2,A_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,0.28,3,4,0,1,0.09520000000000002
21,7,0.2,0.16,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.17,5,5,1,1,0.027200000000000002
21,8,0.58,0.17,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.03,6,6,1,1,0.0051
21,9,0.68,0.46,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.38,6,7,0,1,0.1748
21,10,0.42,0.47,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.0,6,6,1,1,0.0
21,11,-0.01,0.33,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.39,4,4,1,1,0.1287
21,12,0.18,0.01,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.11,5,5,1,1,0.0011
21,13,0.31,0.43,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.13,5,5,1,1,0.0559
21,14,0.24,0.04,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.06,5,5,1,1,0.0024
21,15,-0.02,0.48,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.29,4,4,1,1,0.1392
21,16,0.23,0.34,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.23,5,5,1,1,0.0782
21,17,0.07,0.15,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.39,4,4,1,1,0.058499999999999996
21,18,0.48,0.39,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.36,6,6,1,1,0.1404
21,19,0.37,0.14,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.31,5,5,1,1,0.0434
21,20,0.6,0.44,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.08,6,6,1,1,0.0352
21,21,0.6,0.45,A_1,A_2,A_3,A_4,A_5,B_6,A_7,B_8,B_9,B_10,0.29,6,6,1,3,0.1305
21,22,-0.1,0.31,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.4,4,4,1,1,0.124
21,23,0.66,0.06,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.12,6,6,1,1,0.0072
21,24,0.33,0.15,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.05,5,5,1,1,0.0075
21,25,0.31,0.5,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.26,6,5,0,1,0.13
21,26,0.57,0.46,A_1,A_2,A_3,A_4,A_5,A_6,A_7,B_8,B_9,B_10,0.22,7,6,0,1,0.1012
21,27,0.12,0.09,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.06,4,4,1,1,0.005399999999999999
21,28,0.29,0.43,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.26,4,5,0,1,0.1118
21,29,0.13,0.49,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.16,4,4,1,1,0.0784
21,30,-0.14,0.16,A_1,A_2,A_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,0.35,3,4,0,1,0.055999999999999994
21,31,0.59,0.02,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.12,6,6,1,1,0.0024
21,32,0.63,0.22,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.15,6,6,1,1,0.033
21,33,0.02,0.27,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.31,4,4,1,1,0.08370000000000001
21,34,0.51,0.33,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.0,6,6,1,1,0.0
21,35,0.18,0.49,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.0,5,5,1,1,0.0
21,36,-0.02,0.45,A_1,A_2,A_3,B_4,A_5,B_6,B_7,B_8,B_9,B_10,0.35,4,4,1,3,0.1575
21,37,-0.02,0.28,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.35,4,4,1,1,0.098
21,38,0.01,0.08,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.37,4,4,1,1,0.0296
21,39,0.41,0.2,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.32,5,6,0,1,0.064
21,40,0.53,0.17,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.25,6,6,1,1,0.0425
21,41,0.67,0.46,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.09,6,6,1,1,0.0414
21,42,0.28,0.4,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.04,4,5,0,1,0.016
21,43,0.38,0.41,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.02,6,5,0,1,0.008199999999999999
21,44,0.04,0.49,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.29,5,4,0,1,0.14209999999999998
21,45,0.1,0.33,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.21,4,4,1,1,0.0693
21,46,-0.04,0.17,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.23,4,4,1,1,0.0391
21,47,-0.01,0.4,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.04,4,4,1,1,0.016
21,48,0.03,0.29,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.02,4,4,1,1,0.0058
21,49,0.17,0.29,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.27,4,5,0,1,0.0783
21,50,0.03,0.29,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.38,5,4,0,1,0.11019999999999999
21,51,0.64,0.06,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.14,6,6,1,1,0.008400000000000001
21,52,0.36,0.27,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.36,5,5,1,1,0.09720000000000001
21,53,0.08,0.48,A_1,A_2,A_3,A_4,B_5,A_6,B_7,B_8,B_9,B_10,0.12,5,4,0,3,0.0576
21,54,0.16,0.07,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.35,4,5,0,1,0.0245
21,55,0.15,0.23,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.03,5,5,1,1,0.0069
21,56,0.24,0.13,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.31,5,5,1,1,0.0403
21,57,0.63,0.12,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.2,6,6,1,1,0.024
21,58,0.32,0.13,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.26,5,5,1,1,0.033800000000000004
21,59,0.56,0.41,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.07,6,6,1,1,0.0287
21,60,0.59,0.03,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.38,6,6,1,1,0.0114
21,61,0.13,0.43,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.26,5,4,0,1,0.1118
21,62,0.3,0.46,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.31,5,5,1,1,0.1426
21,63,0.56,0.18,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.02,6,6,1,1,0.0036
21,64,0.25,0.06,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.29,5,5,1,1,0.0174
21,65,0.5,0.11,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.32,6,6,1,1,0.0352
21,66,-0.08,0.28,A_1,A_2,A_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,0.02,3,4,0,1,0.005600000000000001
21,67,0.41,0.09,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.11,6,6,1,1,0.009899999999999999
21,68,0.57,0.23,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.17,6,6,1,1,0.0391
21,69,0.02,0.14,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.07,4,4,1,1,0.009800000000000001
21,70,-0.13,0.33,A_1,A_2,A_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,0.21,3,4,0,1,0.0693
21,71,0.38,0.45,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.21,6,5,0,1,0.0945
21,72,0.35,0.17,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.28,6,5,0,1,0.04760000000000001
21,73,0.41,0.1,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.32,5,6,0,1,0.032
21,74,0.17,0.17,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.32,5,5,1,1,0.054400000000000004
21,75,0.3,0.3,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.33,5,5,1,1,0.099
21,76,-0.11,0.09,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.28,4,4,1,1,0.0252
21,77,-0.01,0.04,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.34,4,4,1,1,0.013600000000000001
21,78,0.37,0.16,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.27,5,5,1,1,0.0432
21,79,0.13,0.46,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.12,4,4,1,1,0.0552
21,80,0.47,0.19,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.3,5,6,0,1,0.056999999999999995
21,81,0.25,0.37,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.15,5,5,1,1,0.0555
21,82,0.38,0.32,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.03,6,5,0,1,0.0096
21,83,0.2,0.3,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.23,5,5,1,1,0.069
21,84,0.68,0.21,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.04,6,7,0,1,0.0084
21,85,0.15,0.37,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.22,6,5,0,1,0.0814
21,86,0.5,0.01,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.29,6,6,1,1,0.0029
21,87,0.07,0.27,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.24,5,4,0,1,0.0648
21,88,0.14,0.3,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.37,4,4,1,1,0.111
21,89,0.48,0.44,A_1,A_2,A_3,A_4,B_5,A_6,A_7,B_8,B_9,B_10,0.05,6,6,1,3,0.022000000000000002
21,90,-0.07,0.05,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.37,4,4,1,1,0.0185
21,91,0.25,0.48,A_1,A_2,A_3,B_4,A_5,B_6,B_7,B_8,B_9,B_10,0.12,4,5,0,3,0.0576
21,92,0.14,0.24,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.17,4,4,1,1,0.0408
21,93,0.57,0.07,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.08,6,6,1,1,0.005600000000000001
21,94,0.67,0.28,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.04,6,6,1,1,0.011200000000000002
21,95,0.06,0.23,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.31,4,4,1,1,0.0713
21,96,0.24,0.28,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.19,5,5,1,1,0.053200000000000004
21,97,0.37,0.32,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.03,5,5,1,1,0.0096
21,98,0.55,0.28,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.34,6,6,1,1,0.09520000000000002
21,99,0.15,0.17,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.2,5,5,1,1,0.034
21,100,0.13,0.12,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.33,4,4,1,1,0.0396
22,1,0.35,0.23,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.36,5,5,1,1,0.0828
22,2,0.22,0.03,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.28,5,5,1,1,0.008400000000000001
22,3,0.12,0.21,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.34,5,4,0,1,0.0714
22,4,0.21,0.25,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.13,4,5,0,1,0.0325
22,5,0.25,0.46,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.14,4,5,0,1,0.06440000000000001
22,6,-0.1,0.28,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.21,4,4,1,1,0.058800000000000005
22,7,0.3,0.42,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.02,5,5,1,1,0.0084
22,8,-0.13,0.49,A_1,A_2,A_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,0.01,3,4,0,1,0.0049
22,9,0.61,0.45,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.22,6,6,1,1,0.099
22,10,0.15,0.43,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.26,5,5,1,1,0.1118
22,11,0.11,0.33,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.04,4,4,1,1,0.013200000000000002
22,12,0.57,0.13,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.1,6,6,1,1,0.013000000000000001
22,13,0.3,0.14,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.17,5,5,1,1,0.023800000000000005
22,14,0.54,0.16,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.07,6,6,1,1,0.011200000000000002
22,15,0.19,0.47,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.34,5,5,1,1,0.1598
22,16,0.11,0.5,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.01,4,4,1,1,0.005
22,17,-0.13,0.19,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.3,4,4,1,1,0.056999999999999995
22,18,-0.08,0.41,A_1,A_2,A_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,0.18,3,4,0,1,0.07379999999999999
22,19,0.45,0.33,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.26,6,6,1,1,0.0858
22,20,0.68,0.11,A_1,A_2,A_3,A_4,A_5,A_6,A_7,B_8,B_9,B_10,0.14,7,7,1,1,0.015400000000000002
22,21,0.37,0.23,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.29,5,5,1,1,0.0667
22,22,0.56,0.24,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.26,6,6,1,1,0.0624
22,23,0.1,0.13,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.07,4,4,1,1,0.0091
22,24,0.34,0.26,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.21,5,5,1,1,0.0546
22,25,-0.07,0.37,A_1,A_2,A_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,0.24,3,4,0,1,0.08879999999999999
22,26,0.43,0.45,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.05,5,6,0,1,0.022500000000000003
22,27,-0.05,0.47,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.01,4,4,1,1,0.0047
22,28,0.61,0.02,A_1,A_2,A_3,A_4,A_5,A_6,B_7,B_8,B_9,B_10,0.03,6,6,1,1,0.0006
22,29,0.27,0.43,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.25,4,5,0,1,0.1075
22,30,0.56,0.48,A_1,A_2,A_3,A_4,A_5,B_6,B_7,B_8,B_9,B_10,0.05,5,6,0,1,0.024
22,31,-0.01,0.21,A_1,A_2,A_3,A_4,B_5,B_6,B_7,B_8,B_9,B_10,0.08,4,4,1,1,0.0168
